2	6	1
2	7	2
2	8	3
2	9	4
2	18	5
2	19	6
2	20	7
2	35	8
2	37	9
2	37	10
2	38	11
2	39	12
2	40	13
2	65	14
2	66	15
2	67	16
2	68	17
2	69	18
2	89	19
2	90	20
2	91	21
2	92	22
2	97	23
2	98	24
2	99	25
2	100	26
2	109	27
2	110	28
2	111	29
2	112	30
2	112	31
2	113	32
2	134	33
2	135	34
2	136	35
2	137	36
2	138	37
2	139	38
2	140	39
2	157	40
2	157	41
2	158	42
2	159	43
2	160	44
2	161	45
2	173	46
2	174	47
2	175	48
2	176	49
2	176	50
2	177	51
2	197	52
2	198	53
2	199	54
2	212	55
2	213	56
2	214	57
2	215	58
2	228	59
2	229	60
2	230	61
2	231	62
2	232	63
2	253	64
2	254	65
2	255	66
2	256	67
2	265	68
2	266	69
2	267	70
2	268	71
2	285	72
2	286	73
2	287	74
2	288	75
2	297	76
2	298	77
2	299	78
2	300	79
2	309	80
2	310	81
2	311	82
2	312	83
2	325	84
2	326	85
2	326	86
2	327	87
2	328	88
2	341	89
2	342	90
2	343	91
2	343	92
2	356	93
2	357	94
2	358	95
2	359	96
2	360	97
2	378	98
2	378	99
2	379	100
1	10	1
1	11	2
1	11	3
1	12	4
1	25	5
1	26	6
1	27	7
1	28	8
1	45	9
1	45	10
1	47	11
1	47	12
1	48	13
1	49	14
1	62	15
1	63	16
1	64	17
1	78	18
1	78	19
1	79	20
1	80	21
1	81	22
1	82	23
1	83	24
1	100	25
1	101	26
1	102	27
1	103	28
1	104	29
1	126	30
1	127	31
1	128	32
1	129	33
1	130	34
1	131	35
1	132	36
1	133	37
1	150	38
1	151	39
1	152	40
1	165	41
1	166	42
1	168	43
1	185	44
1	186	45
1	187	46
1	193	47
1	193	48
1	194	49
1	195	50
1	196	51
1	209	52
1	210	53
1	211	54
1	212	55
1	225	56
1	226	57
1	227	58
1	228	59
1	241	60
1	241	61
1	242	62
1	243	63
1	244	64
1	245	65
1	261	66
1	262	67
1	263	68
1	264	69
1	273	70
1	273	71
1	274	72
1	275	73
1	276	74
1	277	75
1	293	76
1	294	77
1	294	78
1	295	79
1	297	80
1	313	81
1	314	82
1	315	83
1	315	84
1	329	85
1	330	86
1	330	87
1	331	88
1	332	89
1	334	90
1	350	91
1	351	92
1	352	93
1	365	94
1	366	95
1	367	96
1	368	97
1	380	98
1	381	99
1	381	100
3	1	1
3	2	2
3	3	3
3	4	4
3	21	5
3	22	6
3	23	7
3	24	8
3	41	9
3	42	10
3	43	11
3	44	12
3	50	13
3	52	14
3	53	15
3	54	16
3	55	17
3	56	18
3	85	19
3	87	20
3	88	21
3	93	22
3	93	23
3	94	24
3	95	25
3	96	26
3	114	27
3	115	28
3	116	29
3	118	30
3	120	31
3	145	32
3	146	33
3	147	34
3	147	35
3	148	36
3	149	37
3	161	38
3	162	39
3	163	40
3	164	41
3	164	42
3	178	43
3	179	44
3	180	45
3	181	46
3	182	47
3	182	48
3	205	49
3	206	50
3	207	51
3	208	52
3	208	53
3	221	54
3	222	55
3	223	56
3	224	57
3	237	58
3	238	59
3	239	60
3	239	61
3	257	62
3	257	63
3	258	64
3	259	65
3	260	66
3	269	67
3	269	68
3	270	69
3	271	70
3	272	71
3	289	72
3	290	73
3	291	74
3	292	75
3	301	76
3	302	77
3	303	78
3	304	79
3	321	80
3	322	81
3	323	82
3	323	83
3	324	84
3	337	85
3	338	86
3	339	87
3	340	88
3	353	89
3	354	90
3	355	91
3	369	92
3	370	93
3	371	94
3	372	95
3	382	96
3	384	97
3	386	98
3	387	99
3	388	100
0	13	1
0	14	2
0	15	3
0	16	4
0	29	5
0	30	6
0	30	7
0	31	8
0	32	9
0	34	10
0	57	11
0	58	12
0	59	13
0	60	14
0	70	15
0	71	16
0	72	17
0	73	18
0	74	19
0	75	20
0	76	21
0	76	22
0	105	23
0	106	24
0	107	25
0	107	26
0	108	27
0	122	28
0	123	29
0	124	30
0	125	31
0	140	32
0	141	33
0	142	34
0	143	35
0	144	36
0	153	37
0	154	38
0	155	39
0	156	40
0	169	41
0	170	42
0	171	43
0	189	44
0	189	45
0	190	46
0	191	47
0	192	48
0	201	49
0	202	50
0	203	51
0	204	52
0	217	53
0	218	54
0	219	55
0	220	56
0	234	57
0	235	58
0	236	59
0	246	60
0	247	61
0	248	62
0	249	63
0	250	64
0	252	65
0	278	66
0	279	67
0	280	68
0	281	69
0	281	70
0	282	71
0	283	72
0	306	73
0	307	74
0	308	75
0	316	76
0	318	77
0	319	78
0	320	79
0	335	80
0	336	81
0	345	82
0	346	83
0	346	84
0	347	85
0	348	86
0	361	87
0	362	88
0	363	89
0	363	90
0	372	91
0	373	92
0	374	93
0	375	94
0	376	95
0	377	96
0	389	97
0	390	98
0	391	99
0	392	100
