0	7	1
0	8	2
0	8	3
0	9	4
0	9	5
0	10	6
0	12	7
0	12	8
0	13	9
0	15	10
0	16	11
0	16	12
0	17	13
0	18	14
0	20	15
0	22	16
0	23	17
0	24	18
0	25	19
0	26	20
0	27	21
0	38	22
0	38	23
0	39	24
0	39	25
0	40	26
0	41	27
0	42	28
0	43	29
0	44	30
0	45	31
0	46	32
0	46	33
0	47	34
0	48	35
0	48	36
0	49	37
0	50	38
0	50	39
0	51	40
0	55	41
0	56	42
0	57	43
0	58	44
0	63	45
0	64	46
0	65	47
0	65	48
0	66	49
0	67	50
0	70	51
0	71	52
0	72	53
0	72	54
0	74	55
0	75	56
0	75	57
0	76	58
0	77	59
0	78	60
0	79	61
0	80	62
0	81	63
0	81	64
0	82	65
0	88	66
0	89	67
0	89	68
0	90	69
0	91	70
0	92	71
0	93	72
0	95	73
0	95	74
0	96	75
0	97	76
0	98	77
0	98	78
0	99	79
0	100	80
0	101	81
0	101	82
0	106	83
0	106	84
0	115	85
0	116	86
0	117	87
0	127	88
0	128	89
0	129	90
0	130	91
0	131	92
0	131	93
0	132	94
0	133	95
0	134	96
0	134	97
0	139	98
0	140	99
0	141	100
1	1	1
1	1	2
1	3	3
1	28	4
1	29	5
1	30	6
1	31	7
1	32	8
1	33	9
1	37	10
1	59	11
1	60	12
1	61	13
1	61	14
1	82	15
1	83	16
1	84	17
1	85	18
1	107	19
1	108	20
1	109	21
1	111	22
1	112	23
1	112	24
1	113	25
1	114	26
1	142	27
1	143	28
1	143	29
1	145	30
1	146	31
1	147	32
1	148	33
1	149	34
1	150	35
1	151	36
1	159	37
1	160	38
1	161	39
1	162	40
1	163	41
1	164	42
1	165	43
1	165	44
1	166	45
1	167	46
1	167	47
1	168	48
1	174	49
1	175	50
1	175	51
1	176	52
1	177	53
1	178	54
1	179	55
1	180	56
1	181	57
1	181	58
1	182	59
1	183	60
1	184	61
1	184	62
1	189	63
1	191	64
1	192	65
1	193	66
1	194	67
1	194	68
1	196	69
1	196	70
1	197	71
1	198	72
1	198	73
1	199	74
1	200	75
1	201	76
1	201	77
1	207	78
1	208	79
1	209	80
1	210	81
1	211	82
1	212	83
1	213	84
1	214	85
1	215	86
1	215	87
1	216	88
1	217	89
1	217	90
1	223	91
1	224	92
1	225	93
1	225	94
1	227	95
1	228	96
1	229	97
1	229	98
1	230	99
1	232	100
