2		4			0.445019
3		8			0.372391
4		16		0.384606
5		32		0.327199
6		64		0.903842
7		128		0.897499
8		256		0.899665
9		512		1.170691
10	1024	1.574232
11	2048	1.578375
12	4096	1.690478
13	8192	2.942936
14	16384	4.595961
15	32768	4.848934
